train_acc,train_loss,val_acc,val_loss
0.05637894736842106,4.1962123,0.08360000000000001,3.9368494
0.7063368421052632,0.96557933,0.5856000000000001,1.578163
0.7082315789473683,0.958736,0.5896,1.6299727
0.11646315789473685,3.7318277,0.14120000000000002,3.5368965
0.7136,0.9425999,0.5816,1.6726781
0.1596842105263158,3.4615023,0.1752,3.3763373
0.7144210526315788,0.9371327,0.5984,1.5819373
0.7215789473684211,0.9194304,0.5936,1.628133
0.1997263157894737,3.22962,0.2248,3.1113772
0.7229684210526315,0.9040999,0.5912000000000001,1.6269319
0.7267999999999999,0.8949056,0.5916,1.6316164
0.7283578947368422,0.88990337,0.5964,1.6086997
0.23802105263157894,3.011822,0.2704,2.8790808
0.7327789473684211,0.8794067,0.5943999999999999,1.6485763
0.7343157894736843,0.86623806,0.5964,1.6630849
0.7380842105263159,0.86095273,0.5895999999999999,1.630152
0.27654736842105265,2.8161106,0.2684,2.8806973
0.7384631578947368,0.85104555,0.6024,1.6162057
0.743957894736842,0.841818,0.604,1.6502374
0.742042105263158,0.8323724,0.5968,1.6381557
0.30372631578947373,2.6593833,0.3008,2.697641
0.7447578947368421,0.82828325,0.596,1.656579
0.750042105263158,0.81319964,0.5972,1.6801696
0.7511789473684211,0.8062112,0.6015999999999999,1.6448026
0.33581052631578945,2.5267925,0.3388000000000001,2.5264401
0.7530947368421052,0.8059737,0.6028,1.6412486
0.7554526315789473,0.7909307,0.6,1.6657033
0.7574526315789473,0.7864718,0.5944,1.6950992
0.35736842105263156,2.4152067,0.344,2.4761484
0.7590736842105263,0.78349507,0.6048,1.6941038
0.7619578947368422,0.77898854,0.604,1.6651692
0.7629894736842106,0.7721014,0.6004,1.6855642
0.37901052631578946,2.318455,0.37720000000000004,2.3129182
0.7602947368421052,0.7678196,0.6032,1.6602954
0.7644421052631579,0.762608,0.6032,1.6604102
0.7649473684210526,0.7600034,0.6048,1.6476598
0.3971578947368421,2.2316442,0.3932,2.261192
0.7666105263157894,0.7546997,0.6015999999999999,1.6868767
0.7669894736842106,0.7491274,0.6016,1.6648947
0.7670947368421053,0.75060314,0.6055999999999999,1.6802231
0.41437894736842107,2.154577,0.41759999999999997,2.174424
0.7690105263157896,0.7487587,0.6036,1.6797192
0.7716,0.740483,0.6048,1.6891928
0.7718105263157895,0.74094814,0.6032,1.6865214
0.43149473684210526,2.0955377,0.406,2.2093039
0.43909473684210526,2.046391,0.4364,2.104497
0.44709473684210527,1.9932662,0.43479999999999996,2.0954275
0.46248421052631583,1.9450859,0.4364,2.0332582
0.46903157894736847,1.925932,0.45360000000000006,2.0059738
0.47776842105263156,1.8830287,0.458,1.9942267
0.48311578947368417,1.8511271,0.45799999999999996,1.9739996
0.49090526315789473,1.8231273,0.47279999999999994,1.9495255
0.49964210526315794,1.7776984,0.4916,1.8450736
0.5067789473684211,1.7601563,0.4776,1.9093665
0.5145473684210526,1.7277169,0.4735999999999999,1.931678
0.5194736842105263,1.7053612,0.4836,1.9488044
0.5242736842105263,1.678238,0.4768,1.9295013
0.5322947368421053,1.6507095,0.5092,1.8066764
0.539557894736842,1.6266317,0.482,1.88734
0.5428842105263157,1.6177069,0.5044,1.8230965
0.5487578947368421,1.5921923,0.5044000000000001,1.7621355
0.5515789473684211,1.5746219,0.5184,1.7969395
0.5589473684210526,1.5552552,0.5168,1.7781029
0.5636421052631579,1.5333868,0.5316,1.748121
0.5678105263157895,1.5098281,0.5164,1.7738543
0.5707368421052632,1.4954402,0.5172,1.7888312
0.5779578947368421,1.4787064,0.526,1.7075295
0.5819157894736842,1.4563487,0.54,1.6976194
0.5840421052631579,1.4447081,0.5332,1.6999294
0.5896842105263158,1.4282581,0.5391999999999999,1.6947327
0.5930526315789475,1.4161359,0.5256000000000001,1.6978123
0.5941263157894737,1.4042933,0.5319999999999999,1.7819868
0.5979157894736843,1.3843863,0.5416,1.7114319
0.6041894736842105,1.3653986,0.5384,1.7404789
0.6053894736842105,1.352429,0.5456,1.6809773
0.6103578947368421,1.3386451,0.5332000000000001,1.7034552
0.6152000000000001,1.3175383,0.5496,1.6930397
0.6213052631578947,1.2942859,0.5492,1.701567
0.6247999999999999,1.2852889,0.5459999999999999,1.7147934
0.6264842105263158,1.2773829,0.5552,1.6597873
0.6303157894736842,1.262774,0.5472,1.6203465
0.6350105263157895,1.2441239,0.5572,1.6274016
0.6355578947368421,1.2352467,0.5536,1.6240512
0.6437894736842106,1.2151356,0.5516000000000001,1.659222
0.6436421052631578,1.2010196,0.5548,1.6555656
0.6472421052631578,1.1889429,0.5535999999999999,1.6400806
0.6503368421052632,1.1793565,0.5584,1.6727502
0.6576421052631579,1.1654179,0.5624,1.6093528
0.6582315789473684,1.1500162,0.5712,1.5978441
0.6628631578947368,1.1311567,0.5704,1.6167748
0.6668,1.1217386,0.574,1.5558717
0.6699789473684211,1.1048107,0.5704,1.6283545
0.6717894736842105,1.0988492,0.5668,1.6626455
0.6785052631578948,1.081738,0.5644,1.6377754
0.6797894736842105,1.0706223,0.5864,1.5412773
0.6846526315789473,1.0521926,0.5728,1.5999888
0.6894736842105263,1.0397736,0.5816,1.6112002
0.6893894736842104,1.0341604,0.5815999999999999,1.618589
0.6964631578947367,1.0160482,0.5796,1.5677296
0.6942526315789473,1.0068436,0.5876,1.6293194
0.7037473684210527,0.986851,0.5788,1.5793402
0.7040631578947368,0.97919714,0.5828000000000001,1.5952895
0.7094947368421053,0.96419954,0.5784,1.6310962
0.7081894736842105,0.9543702,0.5876,1.6035434
0.7133263157894737,0.9451951,0.5792,1.6301265
0.7158526315789473,0.93059474,0.5863999999999999,1.606975
0.7210105263157895,0.9212633,0.586,1.6070937
0.719178947368421,0.9180469,0.588,1.6195096
0.7255368421052631,0.90133226,0.5864,1.6263944
0.7266315789473684,0.8908464,0.5895999999999999,1.6061305
0.7269263157894736,0.88534874,0.5928,1.6080815
0.7313684210526316,0.876123,0.5996,1.6140525
0.7336,0.8637744,0.5908,1.6499519
0.7338736842105263,0.86176324,0.5932000000000001,1.6531795
0.7376421052631579,0.8534372,0.5904,1.6220316
0.7406105263157895,0.8439827,0.596,1.644123
0.7449473684210527,0.83029824,0.6044,1.6093705
0.7453052631578947,0.82446474,0.5952,1.6756572
0.7471999999999999,0.81838584,0.5888,1.6534266
0.7487789473684211,0.813782,0.6004,1.6411781
0.7518736842105262,0.80809754,0.5948,1.7110629
0.7541894736842105,0.79819787,0.6016,1.6536202
0.7533473684210527,0.79611564,0.5988,1.6366477
0.7536210526315789,0.7923495,0.5984,1.6793457
